title,views,pageid,category
Elżbieta II,14396728,,Kategoria:Odznaczeni Orderem Białej Róży Finlandii
Elżbieta II,14396728,,Kategoria:Odznaczeni Orderem Boyacá
Elżbieta II,14396728,,Kategoria:Odznaczeni Orderem Chrystusa (Portugalia)
Elżbieta II,14396728,,Kategoria:Odznaczeni Orderem Chryzantemy
Elżbieta II,14396728,,Kategoria:Odznaczeni Orderem Dobrej Nadziei
Elżbieta II,14396728,,Kategoria:Odznaczeni Orderem Domowym Chakri
Elżbieta II,14396728,,Kategoria:Odznaczeni Orderem Domowym Korony Brunei
Elżbieta II,14396728,,Kategoria:Odznaczeni Orderem Domowym Nassauskim Lwa Złotego
Elżbieta II,14396728,,Kategoria:Odznaczeni Orderem Gwiazdy Indii
Elżbieta II,14396728,,Kategoria:Odznaczeni Orderem Gwiazdy Socjalistycznej Republiki Rumunii
Elżbieta II,14396728,,Kategoria:Odznaczeni Orderem Imperium Brytyjskiego
Elżbieta II,14396728,,Kategoria:Odznaczeni Orderem Imperium Indyjskiego
Elżbieta II,14396728,,Kategoria:Odznaczeni Orderem Jugosłowiańskiej Gwiazdy
Elżbieta II,14396728,,Kategoria:Odznaczeni Orderem Kanady
Elżbieta II,14396728,,Kategoria:Odznaczeni Orderem Karola III
Elżbieta II,14396728,,Kategoria:Odznaczeni Orderem Krzyża Południa
Elżbieta II,14396728,,Kategoria:Odznaczeni Orderem Krzyża Ziemi Maryjnej
Elżbieta II,14396728,,Kategoria:Odznaczeni Orderem Królewskim Serafinów
Elżbieta II,14396728,,Kategoria:Odznaczeni Orderem Leopolda (Belgia)
Elżbieta II,14396728,,Kategoria:Odznaczeni Orderem Lwa Białego
Elżbieta II,14396728,,Kategoria:Odznaczeni Orderem Lwa Niderlandzkiego
Elżbieta II,14396728,,Kategoria:Odznaczeni Orderem Manuela Amadora Guerrero
Elżbieta II,14396728,,Kategoria:Odznaczeni Orderem Narodowym (Mali)
Elżbieta II,14396728,,Kategoria:Odznaczeni Orderem Narodowym Lwa
Elżbieta II,14396728,,Kategoria:Odznaczeni Orderem Nilu
Elżbieta II,14396728,,Kategoria:Odznaczeni Orderem Nowej Zelandii
Elżbieta II,14396728,,Kategoria:Odznaczeni Orderem Orła Azteckiego
Elżbieta II,14396728,,Kategoria:Odznaczeni Orderem Orła Białego (III Rzeczpospolita)
Elżbieta II,14396728,,Kategoria:Odznaczeni Orderem Ostu
Elżbieta II,14396728,,Kategoria:Odznaczeni Orderem Pahlawiego
Elżbieta II,14396728,,Kategoria:Odznaczeni Orderem Pionierów Liberii
Elżbieta II,14396728,,Kategoria:Odznaczeni Orderem Podwiązki
Elżbieta II,14396728,,Kategoria:Odznaczeni Orderem Podwójnego Białego Krzyża
Elżbieta II,14396728,,Kategoria:Odznaczeni Orderem Republiki Federalnej (Nigeria)
Elżbieta II,14396728,,Kategoria:Odznaczeni Orderem Salomona
Elżbieta II,14396728,,Kategoria:Odznaczeni Orderem Sokoła Islandzkiego
Elżbieta II,14396728,,Kategoria:Odznaczeni Orderem Słonia
Elżbieta II,14396728,,Kategoria:Odznaczeni Orderem Słońca Peru
Elżbieta II,14396728,,Kategoria:Odznaczeni Orderem Trzech Gwiazd
Elżbieta II,14396728,,Kategoria:Odznaczeni Orderem Wieży i Miecza
Elżbieta II,14396728,,Kategoria:Odznaczeni Orderem Wolności (Kosowo)
Elżbieta II,14396728,,Kategoria:Odznaczeni Orderem Wolności Republiki Słowenii
Elżbieta II,14396728,,Kategoria:Odznaczeni Orderem Wybitnej Służby
Elżbieta II,14396728,,Kategoria:Odznaczeni Orderem Wyzwoliciela San Martina
Elżbieta II,14396728,,Kategoria:Odznaczeni Orderem Zasługi (Chile)
Elżbieta II,14396728,,Kategoria:Odznaczeni Orderem Zasługi (Peru)
Elżbieta II,14396728,,Kategoria:Odznaczeni Orderem Zasługi (Wielka Brytania)
Elżbieta II,14396728,,Kategoria:Odznaczeni Orderem Zasługi (Węgry)
Elżbieta II,14396728,,Kategoria:Odznaczeni Orderem Zasługi Republiki Federalnej Niemiec
Elżbieta II,14396728,,Kategoria:Odznaczeni Orderem Zasługi Republiki Włoskiej
Elżbieta II,14396728,,Kategoria:Odznaczeni Orderem Zbawiciela
Elżbieta II,14396728,,Kategoria:Odznaczeni Orderem Złotego Orła
Elżbieta II,14396728,,Kategoria:Odznaczeni Orderem Złotego Runa
Elżbieta II,14396728,,Kategoria:Odznaczeni Orderem za Wybitne Zasługi (Słowenia)
Elżbieta II,14396728,,Kategoria:Odznaczeni Orderem Łaźni
Elżbieta II,14396728,,Kategoria:Odznaczeni Orderem Świętego Jakuba od Miecza (Portugalia)
Elżbieta II,14396728,,Kategoria:Odznaczeni Orderem Świętego Jana Jerozolimskiego
Elżbieta II,14396728,,Kategoria:Odznaczeni Orderem Świętego Olafa
Elżbieta II,14396728,,Kategoria:Odznaczeni Wielkim Krzyżem ze Złotym Łańcuchem Orderu Witolda Wielkiego
Elżbieta II,14396728,,Kategoria:Odznaczeni Wielkim Orderem Króla Tomisława
Elżbieta II,14396728,,Kategoria:Odznaczeni Wstęgą Trzech Orderów
Elżbieta II,14396728,,Kategoria:Odznaczeni Xirka Ġieħ ir-Repubblika
Elżbieta II,14396728,,Kategoria:Odznaczeni kuwejckimi odznaczeniami
Elżbieta II,14396728,,Kategoria:Odznaczeni omańskimi odznaczeniami
Elżbieta II,14396728,,Kategoria:Osoby przedstawione na znaczkach pocztowych
Elżbieta II,14396728,,Kategoria:Osoby upamiętnione nazwami obiektów fizjograficznych na Ziemi
Elżbieta II,14396728,,Kategoria:Strony korzystające z podprzypisów
Elżbieta II,14396728,,Kategoria:Układ wielokolumnowy z wielopoziomową listą
Elżbieta II,14396728,,Kategoria:Urodzeni w 1926
Elżbieta II,14396728,,Kategoria:Windsorowie
Elżbieta II,14396728,,Kategoria:Władcy Anglii i Wielkiej Brytanii
Elżbieta II,14396728,,Kategoria:Władcy Wyspy Man
Elżbieta II,14396728,,Kategoria:Właściwość P119 inna niż wpisana lokalnie
Elżbieta II,14396728,,Kategoria:Właściwość P569 inna niż wpisana lokalnie
Elżbieta II,14396728,,Kategoria:Zmarli w 2022
Robert Lewandowski,11739975,,Kategoria:Absolwenci szkół średnich w Warszawie
Robert Lewandowski,11739975,,Kategoria:Absolwenci uczelni w Warszawie
Robert Lewandowski,11739975,,Kategoria:Ambasadorowie dobrej woli UNICEF
Robert Lewandowski,11739975,,Kategoria:Honorowi obywatele gminy Leszno
Robert Lewandowski,11739975,,Kategoria:Kapitanowie reprezentacji Polski
Robert Lewandowski,11739975,,Kategoria:Klub Wybitnego Reprezentanta
Robert Lewandowski,11739975,,Kategoria:Kolekcjonerzy samochodów
Robert Lewandowski,11739975,,Kategoria:Królowie strzelców Bundesligi
Robert Lewandowski,11739975,,Kategoria:Królowie strzelców Ekstraklasy
Robert Lewandowski,11739975,,Kategoria:Królowie strzelców Primera División
Robert Lewandowski,11739975,,Kategoria:Królowie strzelców Pucharu Europy i Ligi Mistrzów UEFA
Robert Lewandowski,11739975,,Kategoria:Królowie strzelców pierwszej ligi polskiej w piłce nożnej
Robert Lewandowski,11739975,,Kategoria:Laureaci Wielkiej Honorowej Nagrody Sportowej
Robert Lewandowski,11739975,,Kategoria:Laureaci nagrody Wiktory
Robert Lewandowski,11739975,,Kategoria:Ludzie roku tygodnika Wprost
Robert Lewandowski,11739975,,Kategoria:Ludzie urodzeni w Warszawie
Robert Lewandowski,11739975,,Kategoria:Ludzie związani z Lesznem (powiat warszawski zachodni)
Robert Lewandowski,11739975,,Kategoria:Odznaczeni Krzyżem Komandorskim Orderu Odrodzenia Polski (III Rzeczpospolita)
Robert Lewandowski,11739975,,Kategoria:Odznaczeni Odznaką Honorową Bene Merito
Robert Lewandowski,11739975,,Kategoria:Odznaczeni Orderem Uśmiechu
Robert Lewandowski,11739975,,Kategoria:Piłkarze Bayernu Monachium
Robert Lewandowski,11739975,,Kategoria:Piłkarze Borussii Dortmund
Robert Lewandowski,11739975,,Kategoria:Piłkarze Chicago Fire
Robert Lewandowski,11739975,,Kategoria:Piłkarze FC Barcelona
Robert Lewandowski,11739975,,Kategoria:Piłkarze Lecha Poznań
Robert Lewandowski,11739975,,Kategoria:Piłkarze Znicza Pruszków
Robert Lewandowski,11739975,,Kategoria:Piłkarze z 50 i więcej golami w reprezentacji
Robert Lewandowski,11739975,,Kategoria:Piłkarze ze 100 i więcej występami w reprezentacji
Robert Lewandowski,11739975,,Kategoria:Polacy w Hiszpanii
Robert Lewandowski,11739975,,Kategoria:Polacy w Niemczech
Robert Lewandowski,11739975,,Kategoria:Polscy działacze społeczni
Robert Lewandowski,11739975,,Kategoria:Polscy przedsiębiorcy XXI wieku
Robert Lewandowski,11739975,,Kategoria:Reprezentanci Polski U-20 w piłce nożnej
Robert Lewandowski,11739975,,Kategoria:Reprezentanci Polski U-21 w piłce nożnej
Robert Lewandowski,11739975,,Kategoria:Reprezentanci Polski w piłce nożnej
Robert Lewandowski,11739975,,Kategoria:Sportowcy Roku Przeglądu Sportowego
Robert Lewandowski,11739975,,"Kategoria:Strony, w których przekroczone jest ograniczenie wielkości użytych szablonów"
Robert Lewandowski,11739975,,Kategoria:Strony używające rozszerzenia Phonos
Robert Lewandowski,11739975,,Kategoria:Szablon cytowania czasopisma – brak numeru strony
Robert Lewandowski,11739975,,Kategoria:Szablon cytuj stronę – autorzy do sprawdzenia
Robert Lewandowski,11739975,,Kategoria:Uczestnicy Mistrzostw Europy w Piłce Nożnej 2012
Robert Lewandowski,11739975,,Kategoria:Uczestnicy Mistrzostw Europy w Piłce Nożnej 2016
Robert Lewandowski,11739975,,Kategoria:Uczestnicy Mistrzostw Europy w Piłce Nożnej 2020
Robert Lewandowski,11739975,,Kategoria:Uczestnicy Mistrzostw Europy w Piłce Nożnej 2024
Robert Lewandowski,11739975,,Kategoria:Uczestnicy Mistrzostw Świata w Piłce Nożnej 2018
Robert Lewandowski,11739975,,Kategoria:Uczestnicy Mistrzostw Świata w Piłce Nożnej 2022
Robert Lewandowski,11739975,,Kategoria:Urodzeni w 1988
Robert Lewandowski,11739975,,Kategoria:Zdobywcy Pucharu Europy i Ligi Mistrzów UEFA
Robert Lewandowski,11739975,,Kategoria:Zwycięzcy Klubowych Mistrzostw Świata FIFA
Warszawa,11414370,,Kategoria:Artykuły z brakującymi przypisami od 2012-06
Warszawa,11414370,,Kategoria:Artykuły z brakującymi przypisami od 2025-08
Warszawa,11414370,,Kategoria:Artykuły z błędnymi numerami ISBN
Warszawa,11414370,,Kategoria:Artykuły z nieprawidłowymi numerami ISBN
Warszawa,11414370,,Kategoria:Hasła kanonu polskiej Wikipedii
Warszawa,11414370,,Kategoria:Jednostki administracyjne i obiekty odznaczone Orderem Virtuti Militari
Warszawa,11414370,,Kategoria:Laureaci Nagrody im. Wojciecha Korfantego
Warszawa,11414370,,Kategoria:Miasta I Rzeczypospolitej posiadające przywilej de non tolerandis Judaeis
Warszawa,11414370,,Kategoria:Miasta na prawach powiatu w Polsce
Warszawa,11414370,,Kategoria:Miasta odznaczone odznaką Miasta-ratownika
Warszawa,11414370,,Kategoria:Miasta w województwie mazowieckim
Warszawa,11414370,,Kategoria:Miasta wojewódzkie
Warszawa,11414370,,Kategoria:Miasta wojewódzkie II Rzeczypospolitej
Warszawa,11414370,,Kategoria:Miasta wojewódzkie I Rzeczypospolitej
Warszawa,11414370,,Kategoria:Miejsca obrad polskich sejmów
Warszawa,11414370,,Kategoria:Miejsca obrad sejmików I Rzeczypospolitej
Warszawa,11414370,,Kategoria:Miejscowości odznaczone Orderem Krzyża Grunwaldu
Warszawa,11414370,,Kategoria:Niezweryfikowane martwe linki
Warszawa,11414370,,Kategoria:Odznaczeni Warszawskim Krzyżem Powstańczym
Warszawa,11414370,,Kategoria:Polskie miasta stołeczne
Warszawa,11414370,,Kategoria:Stolice państw w Europie
Warszawa,11414370,,Kategoria:Szablon cytowania bez określonego trybu
Warszawa,11414370,,Kategoria:Szablon cytowania czasopisma – brak numeru strony
Warszawa,11414370,,Kategoria:Szablon cytowania używa pól opisowych
Warszawa,11414370,,Kategoria:Szablon cytuj do sprawdzenia
Warszawa,11414370,,Kategoria:Szablon odn bez numeru strony
Warszawa,11414370,,Kategoria:Szablony cytowania – problemy – cytuj – strona główna
Warszawa,11414370,,Kategoria:Warszawa
Warszawa,11414370,,Kategoria:Zbiorowości odznaczone Orderem Budowniczych Polski Ludowej
Stany Zjednoczone,11035629,,"Kategoria:Artykuły, które powinna mieć każda Wikipedia (powyżej 30k)"
Stany Zjednoczone,11035629,,Kategoria:Artykuły wymagające aktualizacji
Stany Zjednoczone,11035629,,Kategoria:Artykuły wymagające uzupełnienia źródeł od 2025-06
Stany Zjednoczone,11035629,,Kategoria:Artykuły wymagające uzupełnienia źródeł od 2026-05
Stany Zjednoczone,11035629,,Kategoria:Artykuły z brakującymi przypisami od 2021-04
Stany Zjednoczone,11035629,,Kategoria:Artykuły z brakującymi przypisami od 2025-06
Stany Zjednoczone,11035629,,Kategoria:Artykuły z brakującymi przypisami od 2026-05
Stany Zjednoczone,11035629,,Kategoria:G8
Stany Zjednoczone,11035629,,Kategoria:Państwa należące do NATO
Stany Zjednoczone,11035629,,Kategoria:Państwa obszaru Pacyfiku
Stany Zjednoczone,11035629,,Kategoria:Państwa w Ameryce Północnej
Stany Zjednoczone,11035629,,Kategoria:Państwa – założyciele Organizacji Narodów Zjednoczonych
Stany Zjednoczone,11035629,,Kategoria:Stany Zjednoczone
Stany Zjednoczone,11035629,,Kategoria:Szablony cytowania – problemy – cytuj – strona główna
Jan Paweł II,10741016,,Kategoria:Absolwenci Papieskiego Uniwersytetu Świętego Tomasza z Akwinu
Jan Paweł II,10741016,,Kategoria:Absolwenci Wydziału Teologicznego Uniwersytetu Jagiellońskiego
Jan Paweł II,10741016,,Kategoria:Artykuły z brakującymi przypisami od 2020-11
Jan Paweł II,10741016,,Kategoria:Artykuły z brakującymi przypisami od 2025-04
Jan Paweł II,10741016,,Kategoria:Artykuły z propozycjami tłumaczeń
Jan Paweł II,10741016,,Kategoria:Beatyfikowani przez Benedykta XVI
Jan Paweł II,10741016,,Kategoria:Biografie kanonu polskiej Wikipedii
Jan Paweł II,10741016,,Kategoria:Biskupi krakowscy
Jan Paweł II,10741016,,Kategoria:Członkowie Federacji Organizacji Narodowo-Katolickich „Unia”
Jan Paweł II,10741016,,Kategoria:Członkowie Towarzystwa Naukowego Katolickiego Uniwersytetu Lubelskiego Jana Pawła II
Jan Paweł II,10741016,,Kategoria:Członkowie honorowi Polskiego Towarzystwa Filozoficznego
Jan Paweł II,10741016,,Kategoria:Członkowie konspiracyjnego Stronnictwa Pracy
Jan Paweł II,10741016,,Kategoria:Doktorzy honoris causa Szkoły Głównej Gospodarstwa Wiejskiego
Jan Paweł II,10741016,,Kategoria:Doktorzy honoris causa Uniwersytetu Jagiellońskiego
Jan Paweł II,10741016,,Kategoria:Doktorzy honoris causa Uniwersytetu Kardynała Stefana Wyszyńskiego
Jan Paweł II,10741016,,Kategoria:Doktorzy honoris causa Uniwersytetu Opolskiego
Jan Paweł II,10741016,,Kategoria:Doktorzy honoris causa Uniwersytetu Rzeszowskiego
Jan Paweł II,10741016,,Kategoria:Doktorzy honoris causa Uniwersytetu im. Adama Mickiewicza w Poznaniu
Jan Paweł II,10741016,,Kategoria:Honorowi członkowie Polskiego Towarzystwa Turystyczno-Krajoznawczego
Jan Paweł II,10741016,,Kategoria:Honorowi obywatele Augustowa
Jan Paweł II,10741016,,Kategoria:Honorowi obywatele Bełchatowa
Jan Paweł II,10741016,,Kategoria:Honorowi obywatele Białegostoku
Jan Paweł II,10741016,,Kategoria:Honorowi obywatele Brodnicy
Jan Paweł II,10741016,,Kategoria:Honorowi obywatele Brzozowa
Jan Paweł II,10741016,,Kategoria:Honorowi obywatele Bydgoszczy
Jan Paweł II,10741016,,Kategoria:Honorowi obywatele Chojnic
Jan Paweł II,10741016,,Kategoria:Honorowi obywatele Częstochowy
Jan Paweł II,10741016,,Kategoria:Honorowi obywatele Dubrownika
Jan Paweł II,10741016,,Kategoria:Honorowi obywatele Dukli
Jan Paweł II,10741016,,Kategoria:Honorowi obywatele Elbląga
Jan Paweł II,10741016,,Kategoria:Honorowi obywatele Gniezna
Jan Paweł II,10741016,,Kategoria:Honorowi obywatele Gorzowa Wielkopolskiego
Jan Paweł II,10741016,,Kategoria:Honorowi obywatele Grudziądza
Jan Paweł II,10741016,,Kategoria:Honorowi obywatele Głowna
Jan Paweł II,10741016,,Kategoria:Honorowi obywatele Inowrocławia
Jan Paweł II,10741016,,Kategoria:Honorowi obywatele Jarosławia (Polska)
Jan Paweł II,10741016,,Kategoria:Honorowi obywatele Jasła
Jan Paweł II,10741016,,Kategoria:Honorowi obywatele Kalisza
Jan Paweł II,10741016,,Kategoria:Honorowi obywatele Katowic
Jan Paweł II,10741016,,Kategoria:Honorowi obywatele Kielc
Jan Paweł II,10741016,,Kategoria:Honorowi obywatele Konina
Jan Paweł II,10741016,,Kategoria:Honorowi obywatele Koszalina
Jan Paweł II,10741016,,Kategoria:Honorowi obywatele Koła
Jan Paweł II,10741016,,Kategoria:Honorowi obywatele Krosna
Jan Paweł II,10741016,,Kategoria:Honorowi obywatele Kętrzyna
Jan Paweł II,10741016,,Kategoria:Honorowi obywatele Legnicy
Jan Paweł II,10741016,,Kategoria:Honorowi obywatele Limanowej
Jan Paweł II,10741016,,Kategoria:Honorowi obywatele Lubaczowa
Jan Paweł II,10741016,,Kategoria:Honorowi obywatele Lublina
Jan Paweł II,10741016,,Kategoria:Honorowi obywatele Lwowa
Jan Paweł II,10741016,,Kategoria:Honorowi obywatele Mławy
Jan Paweł II,10741016,,Kategoria:Honorowi obywatele Nowego Targu
Jan Paweł II,10741016,,Kategoria:Honorowi obywatele Olsztyna
Jan Paweł II,10741016,,Kategoria:Honorowi obywatele Opoczna
Jan Paweł II,10741016,,Kategoria:Honorowi obywatele Piekar Śląskich
Jan Paweł II,10741016,,Kategoria:Honorowi obywatele Poznania
Jan Paweł II,10741016,,Kategoria:Honorowi obywatele Przemyśla
Jan Paweł II,10741016,,Kategoria:Honorowi obywatele Pułtuska
Jan Paweł II,10741016,,Kategoria:Honorowi obywatele Radomia
Jan Paweł II,10741016,,Kategoria:Honorowi obywatele Rzeszowa
Jan Paweł II,10741016,,Kategoria:Honorowi obywatele Rzymu
Jan Paweł II,10741016,,Kategoria:Honorowi obywatele Sandomierza
Jan Paweł II,10741016,,Kategoria:Honorowi obywatele Sanoka
Jan Paweł II,10741016,,Kategoria:Honorowi obywatele Siedlec
Jan Paweł II,10741016,,Kategoria:Honorowi obywatele Sieniawy
Jan Paweł II,10741016,,Kategoria:Honorowi obywatele Stalowej Woli
Jan Paweł II,10741016,,Kategoria:Honorowi obywatele Szczecina
Jan Paweł II,10741016,,Kategoria:Honorowi obywatele Torunia
Jan Paweł II,10741016,,Kategoria:Honorowi obywatele Wadowic
Jan Paweł II,10741016,,Kategoria:Honorowi obywatele Wieliczki
Jan Paweł II,10741016,,Kategoria:Honorowi obywatele Wrocławia
Jan Paweł II,10741016,,Kategoria:Honorowi obywatele Włocławka
Jan Paweł II,10741016,,Kategoria:Honorowi obywatele Zamościa
Jan Paweł II,10741016,,Kategoria:Honorowi obywatele Zielonej Góry
Jan Paweł II,10741016,,Kategoria:Honorowi obywatele miasta stołecznego Warszawy
Jan Paweł II,10741016,,Kategoria:Honorowi obywatele Łodzi
Jan Paweł II,10741016,,Kategoria:Honorowi obywatele Łomży
Jan Paweł II,10741016,,Kategoria:Infoboksy – przestarzałe parametry – Duchowny infobox
Jan Paweł II,10741016,,Kategoria:Jan Paweł II
Jan Paweł II,10741016,,Kategoria:Kanonizowani przez Franciszka
Jan Paweł II,10741016,,Kategoria:Kardynałowie z nominacji Pawła VI
Jan Paweł II,10741016,,Kategoria:Laureaci Międzynarodowej Nagrody Karola Wielkiego
Jan Paweł II,10741016,,Kategoria:Ludzie roku tygodnika Time
Jan Paweł II,10741016,,Kategoria:Ludzie urodzeni w Wadowicach
Jan Paweł II,10741016,,Kategoria:Nadużycia seksualne w Kościele katolickim
Jan Paweł II,10741016,,Kategoria:Nauczyciele akademiccy Katolickiego Uniwersytetu Lubelskiego Jana Pawła II
Jan Paweł II,10741016,,Kategoria:Odznaczeni Krzyżem Armii Krajowej
Jan Paweł II,10741016,,Kategoria:Odznaczeni Missio Reconciliationis
Jan Paweł II,10741016,,Kategoria:Odznaczeni Odznaką Skarbu Narodowego Rzeczypospolitej Polskiej
Jan Paweł II,10741016,,Kategoria:Odznaczeni Orderem Ecce Homo
Jan Paweł II,10741016,,Kategoria:Odznaczeni Orderem Orła Białego (III Rzeczpospolita)
Jan Paweł II,10741016,,Kategoria:Odznaczeni Orderem Uśmiechu
Jan Paweł II,10741016,,Kategoria:Odznaczeni Złotym Medalem Kongresu
Jan Paweł II,10741016,,Kategoria:Osoby przedstawione na znaczkach pocztowych
Jan Paweł II,10741016,,Kategoria:Papieże XXI wieku
Jan Paweł II,10741016,,Kategoria:Papieże XX wieku
Jan Paweł II,10741016,,Kategoria:Pochowani w bazylice św. Piotra na Watykanie
Jan Paweł II,10741016,,Kategoria:Polacy odznaczeni Orderem Masaryka
Jan Paweł II,10741016,,Kategoria:Polacy odznaczeni Orderem Olimpijskim
Jan Paweł II,10741016,,Kategoria:Polacy odznaczeni Prezydenckim Medalem Wolności
Jan Paweł II,10741016,,Kategoria:Polacy upamiętnieni nazwami obiektów fizjograficznych na Ziemi
Jan Paweł II,10741016,,Kategoria:Polacy upamiętnieni nazwami uniwersytetów
Jan Paweł II,10741016,,Kategoria:Polscy członkowie Sodalicji Mariańskiej
Jan Paweł II,10741016,,Kategoria:Polscy eseiści
Jan Paweł II,10741016,,Kategoria:Polscy fenomenolodzy
Jan Paweł II,10741016,,Kategoria:Polscy filozofowie XXI wieku
Jan Paweł II,10741016,,Kategoria:Polscy historycy filozofii
Jan Paweł II,10741016,,Kategoria:Polscy kardynałowie
Jan Paweł II,10741016,,Kategoria:Polscy poeci XX wieku
Jan Paweł II,10741016,,Kategoria:Polscy poeci religijni
Jan Paweł II,10741016,,Kategoria:Polscy tomiści
Jan Paweł II,10741016,,Kategoria:Polscy zdobywcy platynowych płyt
Jan Paweł II,10741016,,Kategoria:Polscy święci katoliccy
Jan Paweł II,10741016,,Kategoria:Strony używające rozszerzenia Phonos
Jan Paweł II,10741016,,Kategoria:Suwereni Państwa Watykańskiego
Jan Paweł II,10741016,,Kategoria:Szablon cytowania czasopisma – brak numeru strony
Jan Paweł II,10741016,,Kategoria:Szablon odn bez numeru strony
Jan Paweł II,10741016,,Kategoria:Szablony cytowania – problemy – cytuj – strona główna
Jan Paweł II,10741016,,Kategoria:Uczestnicy soboru watykańskiego II
Jan Paweł II,10741016,,Kategoria:Urodzeni w 1920
Jan Paweł II,10741016,,Kategoria:Wiceprzewodniczący Konferencji Episkopatu Polski
Jan Paweł II,10741016,,Kategoria:Wokaliści chrześcijańscy
Jan Paweł II,10741016,,Kategoria:Władcy przedstawieni na polskich banknotach
Jan Paweł II,10741016,,Kategoria:Zmarli w 2005
Jan Paweł II,10741016,,Kategoria:Święci kapłani diecezjalni
Jan Paweł II,10741016,,Kategoria:Święci papieże
Facebook,10689932,,Kategoria:Amerykańskie serwisy społecznościowe
Facebook,10689932,,Kategoria:Artykuły z propozycjami tłumaczeń
Facebook,10689932,,Kategoria:Facebook
Facebook,10689932,,Kategoria:Strony korzystające z podprzypisów
Facebook,10689932,,Kategoria:Szablon cytowania zamienił nazwę czasopisma
YouTube,9213775,,Kategoria:Amerykańskie usługi udostępniania wideo
YouTube,9213775,,Kategoria:Artykuły z brakującymi przypisami od 2011-07
YouTube,9213775,,Kategoria:Artykuły z brakującymi przypisami od 2021-05
YouTube,9213775,,Kategoria:Artykuły z brakującymi przypisami od 2024-02
YouTube,9213775,,Kategoria:Artykuły z propozycjami tłumaczeń
YouTube,9213775,,Kategoria:Google
YouTube,9213775,,Kategoria:Serwisy internetowe Google
YouTube,9213775,,Kategoria:Szablon cytowania zamienił nazwę czasopisma
